First Index,Second Index,Similarity,Total Neighbors a,Total Neighbors a_star,Matching Neighbor Pairs,total_b,total_b_star,b / a_neigh,b_star / a_star_neigh
1897,18050,0.8835964202880859,54,54,12,12,12,0.2222222,0.2222222
1671,18827,0.8358662128448486,43,62,10,10,10,0.2325581,0.1612903
639,16365,0.8205279111862183,8,6,0,0,0,0.0,0.0
5689,15585,0.8508995771408081,6,6,2,2,2,0.3333333,0.3333333
3180,12217,0.7826671004295349,9,8,2,2,2,0.2222222,0.25
5519,14765,0.8026512861251831,8,4,0,0,0,0.0,0.0
3312,14508,0.7549049854278564,6,3,1,1,1,0.1666667,0.3333333
6350,18714,0.9049110412597656,28,78,11,11,11,0.3928571,0.1410256
5275,14404,0.7793287634849548,5,4,1,1,1,0.2,0.25
6320,12684,0.7975612878799438,9,4,2,2,2,0.2222222,0.5
185,15785,0.7314485311508179,6,4,1,1,1,0.1666667,0.25
173,12284,0.8356752991676331,9,9,3,3,3,0.3333333,0.3333333
1609,15818,0.8072257041931152,6,4,2,2,2,0.3333333,0.5
2105,10509,0.876964271068573,53,47,11,11,11,0.2075472,0.2340426
5363,15950,0.8110759854316711,13,14,2,2,2,0.1538462,0.1428571
2222,14886,0.7786697745323181,8,8,2,2,2,0.25,0.25
3934,12577,0.8060812950134277,38,29,7,7,7,0.1842105,0.2413793
5443,17636,0.819495677947998,54,247,42,42,42,0.7777778,0.1700405
6094,11446,0.884708046913147,73,74,10,10,10,0.1369863,0.1351351
807,18549,0.7462189793586731,18,52,16,16,16,0.8888889,0.3076923
6400,18957,0.8086576461791992,24,36,3,3,3,0.125,0.0833333
4309,13133,0.7980406880378723,18,6,2,2,2,0.1111111,0.3333333
4203,12706,0.7870561480522156,147,283,67,67,67,0.4557823,0.2367491
4368,15928,0.8549267053604126,14,16,4,4,4,0.2857143,0.25
1416,12399,0.7497428059577942,28,23,3,3,3,0.1071429,0.1304348
1256,11098,0.7581299543380737,41,39,8,8,8,0.195122,0.2051282
6550,12112,0.833584189414978,22,82,15,15,15,0.6818182,0.1829268
4914,10704,0.7706818580627441,109,105,16,16,16,0.146789,0.152381
4503,16237,0.8016754388809204,5,11,3,3,3,0.6,0.2727273
6830,15400,0.8458395600318909,14,34,2,2,2,0.1428571,0.0588235
5520,15245,0.7748567461967468,12,11,1,1,1,0.0833333,0.0909091
4917,19116,0.825850784778595,111,95,24,24,24,0.2162162,0.2526316
1490,11422,0.8305730819702148,7,3,1,1,1,0.1428571,0.3333333
1034,17378,0.8958682417869568,13,23,3,3,3,0.2307692,0.1304348
275,15440,0.8394531011581421,19,21,1,1,1,0.0526316,0.047619
2490,9959,0.8581146001815796,16,7,2,2,2,0.125,0.2857143
414,10351,0.8749545216560364,8,4,1,1,1,0.125,0.25
3557,17154,0.7798784375190735,30,20,6,6,6,0.2,0.3
1271,17241,0.8464351892471313,12,11,3,3,3,0.25,0.2727273
3289,12235,0.8822082281112671,22,32,2,2,2,0.0909091,0.0625
617,14651,0.814277172088623,26,17,6,6,6,0.2307692,0.3529412
4842,13874,0.7911839485168457,148,256,53,53,53,0.3581081,0.2070312
3482,15259,0.8284389972686768,4,4,1,1,1,0.25,0.25
609,19113,0.8342034816741943,13,27,6,6,6,0.4615385,0.2222222
1988,11905,0.8281667232513428,13,6,2,2,2,0.1538462,0.3333333
8143,14411,0.8833596706390381,13,13,3,3,3,0.2307692,0.2307692
2199,14303,0.8652942776679993,6,23,2,2,2,0.3333333,0.0869565
1945,15735,0.8176316022872925,23,14,6,6,6,0.2608696,0.4285714
3835,10988,0.8183972835540771,7,3,2,2,2,0.2857143,0.6666667
2178,14252,0.902648389339447,127,136,20,20,20,0.1574803,0.1470588
141,18311,0.7829618453979492,13,5,1,1,1,0.0769231,0.2
3647,18192,0.8327082395553589,26,23,7,7,7,0.2692308,0.3043478
7033,17440,0.8081549406051636,23,74,9,9,9,0.3913043,0.1216216
3540,15622,0.7605542540550232,13,16,4,4,4,0.3076923,0.25
7292,10955,0.7934386134147644,39,35,13,13,13,0.3333333,0.3714286
6868,18355,0.8354443311691284,7,4,1,1,1,0.1428571,0.25
9401,16338,0.7676498889923096,77,71,17,17,17,0.2207792,0.2394366
8383,15946,0.8539548516273499,6,4,1,1,1,0.1666667,0.25
9037,13029,0.811107337474823,2,4,2,2,2,1.0,0.5
2293,13542,0.6954724788665771,4,2,1,1,1,0.25,0.5
5397,10554,0.7828468084335327,27,37,11,11,11,0.4074074,0.2972973
6777,16143,0.8336395025253296,4,4,1,1,1,0.25,0.25
546,16567,0.7935553789138794,6,3,2,2,2,0.3333333,0.6666667
949,12979,0.737915575504303,58,60,8,8,8,0.137931,0.1333333
9172,15998,0.8841040730476379,8,22,1,1,1,0.125,0.0454545
3381,14708,0.8341615796089172,50,53,3,3,3,0.06,0.0566038
5840,19238,0.896570086479187,22,30,2,2,2,0.0909091,0.0666667
4942,16022,0.7823777198791504,10,7,3,3,3,0.3,0.4285714
4756,17589,0.8588746190071106,12,10,1,1,1,0.0833333,0.1
6330,10471,0.7529810070991516,11,11,1,1,1,0.0909091,0.0909091
1342,18953,0.7520553469657898,9,7,2,2,2,0.2222222,0.2857143
2082,10361,0.8073803186416626,16,7,2,2,2,0.125,0.2857143
9082,12025,0.7333233952522278,22,12,7,7,7,0.3181818,0.5833333
3018,16727,0.8065913915634155,8,7,3,3,3,0.375,0.4285714
3969,12599,0.7957004308700562,9,6,0,0,0,0.0,0.0
3742,16120,0.8828103542327881,263,270,51,51,51,0.1939163,0.1888889
4561,19155,0.741066575050354,9,6,4,4,4,0.4444444,0.6666667
2282,18793,0.7037874460220337,7,17,2,2,2,0.2857143,0.1176471
7646,17472,0.8389722108840942,11,61,5,5,5,0.4545455,0.0819672
9684,13378,0.5370511412620544,15,13,5,5,5,0.3333333,0.3846154
4613,14098,0.7974744439125061,3,3,1,1,1,0.3333333,0.3333333
3750,10202,0.7429744601249695,11,12,5,5,5,0.4545455,0.4166667
6127,14842,0.8716126680374146,21,18,4,4,4,0.1904762,0.2222222
5613,14478,0.8800928592681885,32,32,2,2,2,0.0625,0.0625
3542,17226,0.7778672575950623,13,14,0,0,0,0.0,0.0
9036,13836,0.7635567784309387,19,37,2,2,2,0.1052632,0.0540541
3905,18334,0.8857603073120117,80,78,14,14,14,0.175,0.1794872
3810,11006,0.8105741739273071,4,3,0,0,0,0.0,0.0
2978,14188,0.7818940877914429,7,6,0,0,0,0.0,0.0
8789,13586,0.786003589630127,3,4,1,1,1,0.3333333,0.25
154,18621,0.8440968990325928,24,21,2,2,2,0.0833333,0.0952381
6327,10070,0.8171054124832153,85,80,21,21,21,0.2470588,0.2625
7639,10414,0.7387580871582031,20,22,2,2,2,0.1,0.0909091
5865,19164,0.853996217250824,8,8,1,1,1,0.125,0.125
8213,13884,0.8388614654541016,23,20,9,9,9,0.3913043,0.45
9277,11045,0.6829926371574402,6,8,3,3,3,0.5,0.375
3594,10749,0.8269649147987366,6,5,0,0,0,0.0,0.0
8192,13043,0.8235708475112915,9,6,3,3,3,0.3333333,0.5
1381,16010,0.7729774117469788,16,17,4,4,4,0.25,0.2352941
4975,17236,0.8424137234687805,51,54,7,7,7,0.1372549,0.1296296
8489,11200,0.8378317952156067,9,9,2,2,2,0.2222222,0.2222222
3162,17098,0.7399195432662964,49,35,11,11,11,0.2244898,0.3142857
5145,15289,0.8483936786651611,10,17,1,1,1,0.1,0.0588235
2611,13697,0.768119215965271,8,5,0,0,0,0.0,0.0
2108,17543,0.7566468119621277,17,14,5,5,5,0.2941176,0.3571429
3763,13159,0.8379480838775635,7,3,1,1,1,0.1428571,0.3333333
2880,18553,0.8120251893997192,10,15,6,6,6,0.6,0.4
7218,18211,0.7925112247467041,4,3,0,0,0,0.0,0.0
4845,12223,0.7726937532424927,10,9,2,2,2,0.2,0.2222222
5007,18329,0.8174328804016113,10,8,1,1,1,0.1,0.125
4739,15625,0.7420014142990112,12,10,0,0,0,0.0,0.0
9696,17772,0.7374677658081055,10,8,3,3,3,0.3,0.375
9347,9810,0.8474007844924927,9,8,2,2,2,0.2222222,0.25
2783,17838,0.8654834628105164,9,10,5,5,5,0.5555556,0.5
9309,10952,0.8130013942718506,12,9,0,0,0,0.0,0.0
3795,11282,0.8302241563796997,45,62,14,14,14,0.3111111,0.2258065
5636,11976,0.693035364151001,29,44,5,5,5,0.1724138,0.1136364
3095,10233,0.8081238865852356,5,5,2,2,2,0.4,0.4
8244,17160,0.8359040021896362,149,134,28,28,28,0.1879195,0.2089552
8585,18356,0.7939152717590332,25,27,4,4,4,0.16,0.1481481
9041,18227,0.8780133724212646,13,13,0,0,0,0.0,0.0
6334,16335,0.7768614292144775,13,25,3,3,3,0.2307692,0.12
9627,12136,0.848131537437439,19,22,4,4,4,0.2105263,0.1818182
7363,13331,0.7889320850372314,37,63,20,20,20,0.5405405,0.3174603
4791,16322,0.7899376153945923,20,18,5,5,5,0.25,0.2777778
7568,13354,0.7317235469818115,11,13,3,3,3,0.2727273,0.2307692
8012,15582,0.7797095775604248,17,25,4,4,4,0.2352941,0.16
6414,11317,0.9321836233139038,118,145,26,26,26,0.220339,0.1793103
2817,16946,0.8032140731811523,28,26,5,5,5,0.1785714,0.1923077
6273,16976,0.7811165452003479,4,3,0,0,0,0.0,0.0
671,16519,0.790540337562561,17,95,3,3,3,0.1764706,0.0315789
9265,11532,0.8494409322738647,122,400,71,71,71,0.5819672,0.1775
3693,16845,0.758232831954956,8,4,0,0,0,0.0,0.0
7495,9964,0.8147262930870056,86,97,13,13,13,0.1511628,0.1340206
247,12930,0.760217547416687,11,13,3,3,3,0.2727273,0.2307692
8073,18980,0.7945931553840637,6,6,2,2,2,0.3333333,0.3333333
8656,11195,0.791203498840332,24,32,8,8,8,0.3333333,0.25
7612,14012,0.9247595071792604,5,3,1,1,1,0.2,0.3333333
5405,17690,0.8197453022003174,14,17,2,2,2,0.1428571,0.1176471
995,17747,0.8691490888595581,11,6,2,2,2,0.1818182,0.3333333
4372,12151,0.8282026648521423,9,7,0,0,0,0.0,0.0
2312,19146,0.8242446184158325,6,6,3,3,3,0.5,0.5
7590,17556,0.8168662786483765,82,100,23,23,23,0.2804878,0.23
9520,14917,0.7720997333526611,50,43,8,8,8,0.16,0.1860465
5384,10698,0.819535493850708,4,2,0,0,0,0.0,0.0
5399,13716,0.7097916603088379,8,6,1,1,1,0.125,0.1666667
4001,11871,0.7547710537910461,8,12,5,5,5,0.625,0.4166667
6899,18169,0.8337031602859497,22,28,7,7,7,0.3181818,0.25
3864,12274,0.8281362652778625,6,8,3,3,3,0.5,0.375
8611,17846,0.861164927482605,36,40,5,5,5,0.1388889,0.125
6685,12467,0.790908694267273,9,7,1,1,1,0.1111111,0.1428571
4129,10744,0.7953125834465027,26,36,6,6,6,0.2307692,0.1666667
7397,14509,0.7656655311584473,10,12,3,3,3,0.3,0.25
318,13232,0.7514504194259644,214,255,53,53,53,0.2476636,0.2078431
1973,19019,0.8281317949295044,8,5,1,1,1,0.125,0.2
4269,18716,0.8142439126968384,7,5,1,1,1,0.1428571,0.2
6707,17073,0.81706303358078,15,15,5,5,5,0.3333333,0.3333333
679,9912,0.7521357536315918,2,3,0,0,0,0.0,0.0
64,13809,0.872420072555542,16,12,2,2,2,0.125,0.1666667
4186,18718,0.8877672553062439,7,20,0,0,0,0.0,0.0
2033,13148,0.855720579624176,40,33,7,7,7,0.175,0.2121212
3920,15831,0.8187544345855713,12,10,4,4,4,0.3333333,0.4
9290,13421,0.7863094806671143,5,5,3,3,3,0.6,0.6
6133,11558,0.9005354046821594,17,18,5,5,5,0.2941176,0.2777778
7489,13257,0.8504838347434998,102,93,17,17,17,0.1666667,0.1827957
6862,14327,0.7799338102340698,28,140,14,14,14,0.5,0.1
3286,10711,0.7961146831512451,36,41,3,3,3,0.0833333,0.0731707
9212,18727,0.7875192165374756,54,58,13,13,13,0.2407407,0.2241379
4432,17933,0.8824740052223206,12,6,2,2,2,0.1666667,0.3333333
3804,14959,0.8051429986953735,15,17,2,2,2,0.1333333,0.1176471
628,16115,0.8765487670898438,8,7,2,2,2,0.25,0.2857143
3718,12146,0.74384605884552,7,4,0,0,0,0.0,0.0
1883,15553,0.8534603118896484,10,6,4,4,4,0.4,0.6666667
7740,11275,0.796464204788208,4,10,0,0,0,0.0,0.0
8884,14552,0.7703148126602173,13,10,4,4,4,0.3076923,0.4
4205,12535,0.8464854955673218,28,24,4,4,4,0.1428571,0.1666667
5558,17463,0.8320497274398804,10,20,2,2,2,0.2,0.1
2795,13833,0.7717080116271973,11,11,2,2,2,0.1818182,0.1818182
1940,14896,0.824595034122467,3,2,0,0,0,0.0,0.0
7595,14047,0.8198320865631104,9,10,3,3,3,0.3333333,0.3
6204,11078,0.8176537752151489,18,29,5,5,5,0.2777778,0.1724138
1796,13985,0.7219454646110535,16,13,2,2,2,0.125,0.1538462
5893,11302,0.7869414687156677,8,5,1,1,1,0.125,0.2
5226,15188,0.8537376523017883,8,3,2,2,2,0.25,0.6666667
9258,10835,0.8438020944595337,5,15,0,0,0,0.0,0.0
3667,15232,0.8171955347061157,32,32,1,1,1,0.03125,0.03125
310,14241,0.8674430847167969,28,27,3,3,3,0.1071429,0.1111111
7713,11829,0.8192330598831177,4,3,0,0,0,0.0,0.0
6780,10721,0.8344318866729736,21,26,6,6,6,0.2857143,0.2307692
2234,18353,0.8248962163925171,19,15,3,3,3,0.1578947,0.2
8919,16738,0.74394291639328,6,9,0,0,0,0.0,0.0
2415,11454,0.7740572690963745,4,2,0,0,0,0.0,0.0
6386,14882,0.7704914808273315,24,19,7,7,7,0.2916667,0.3684211
4266,13690,0.8784894943237305,20,26,4,4,4,0.2,0.1538462
3216,15417,0.8569920063018799,49,52,17,17,17,0.3469388,0.3269231
938,14834,0.8241733312606812,10,5,1,1,1,0.1,0.2
2541,18890,0.7250860929489136,10,7,2,2,2,0.2,0.2857143
1723,13339,0.8270372748374939,68,74,13,13,13,0.1911765,0.1756757
5444,15918,0.8012449741363525,7,6,1,1,1,0.1428571,0.1666667
1653,14672,0.8568075299263,8,8,0,0,0,0.0,0.0
5263,11376,0.8126636147499084,3,3,0,0,0,0.0,0.0
7824,18583,0.8585531115531921,8,5,0,0,0,0.0,0.0
1987,15865,0.842255711555481,14,25,5,5,5,0.3571429,0.2
5790,11688,0.857006847858429,14,11,6,6,6,0.4285714,0.5454545
3375,10462,0.8142615556716919,6,7,2,2,2,0.3333333,0.2857143
8961,9928,0.7413455843925476,3,2,1,1,1,0.3333333,0.5
5304,16001,0.8421950340270996,50,59,10,10,10,0.2,0.1694915
44,16556,0.8594961166381836,7,6,2,2,2,0.2857143,0.3333333
8209,13298,0.8511899709701538,10,4,1,1,1,0.1,0.25
4338,14981,0.9102704524993896,36,257,22,22,22,0.6111111,0.0856031
9481,18301,0.910961091518402,18,39,5,5,5,0.2777778,0.1282051
4328,18085,0.8732331991195679,36,43,5,5,5,0.1388889,0.1162791
234,17067,0.790864109992981,3,2,1,1,1,0.3333333,0.5
5787,16499,0.8472105860710144,8,3,0,0,0,0.0,0.0
9542,13558,0.8374447822570801,4,2,1,1,1,0.25,0.5
3589,12498,0.8115947842597961,18,33,6,6,6,0.3333333,0.1818182
2441,16457,0.8514951467514038,29,27,5,5,5,0.1724138,0.1851852
1283,13919,0.8784664869308472,29,27,7,7,7,0.2413793,0.2592593
7833,10953,0.8760188817977905,5,2,0,0,0,0.0,0.0
1806,10847,0.7184145450592041,22,88,6,6,6,0.2727273,0.0681818
6146,10811,0.8276636600494385,3,2,0,0,0,0.0,0.0
8339,10761,0.7974293828010559,10,7,4,4,4,0.4,0.5714286
8271,16139,0.8580836653709412,4,5,2,2,2,0.5,0.4
5201,12209,0.7433328628540039,18,31,3,3,3,0.1666667,0.0967742
3511,10341,0.8675556182861328,10,10,4,4,4,0.4,0.4
4416,14239,0.7438178658485413,86,101,23,23,23,0.2674419,0.2277228
6717,15214,0.809268057346344,6,4,1,1,1,0.1666667,0.25
8050,10105,0.8307268023490906,9,25,3,3,3,0.3333333,0.12
6920,10326,0.7945448160171509,60,259,29,29,29,0.4833333,0.1119691
5982,17325,0.8220059871673584,12,13,2,2,2,0.1666667,0.1538462
2805,11612,0.860884428024292,11,5,1,1,1,0.0909091,0.2
4170,16923,0.8357517123222351,79,85,26,26,26,0.3291139,0.3058824
7237,12891,0.8319671154022217,3,4,1,1,1,0.3333333,0.25
2279,14571,0.8029589653015137,9,8,1,1,1,0.1111111,0.125
4262,19141,0.7638609409332275,4,3,1,1,1,0.25,0.3333333
4241,17886,0.8843547105789185,316,242,82,82,82,0.2594937,0.338843
9281,17965,0.7280276417732239,11,18,2,2,2,0.1818182,0.1111111
2369,11346,0.7626475095748901,7,4,1,1,1,0.1428571,0.25
4356,16561,0.8500949144363403,3,4,2,2,2,0.6666667,0.5
79,13764,0.7364139556884766,10,7,3,3,3,0.3,0.4285714
3257,12797,0.8428938388824463,7,5,1,1,1,0.1428571,0.2
9012,9820,0.800595223903656,70,73,10,10,10,0.1428571,0.1369863
7772,12533,0.8860279321670532,13,12,3,3,3,0.2307692,0.25
5565,13896,0.8915061950683594,4,21,2,2,2,0.5,0.0952381
4353,13373,0.8502311706542969,5,5,1,1,1,0.2,0.2
5909,17498,0.7622666954994202,6,10,1,1,1,0.1666667,0.1
8452,14592,0.7491320967674255,9,3,1,1,1,0.1111111,0.3333333
5932,15824,0.7816066145896912,8,3,1,1,1,0.125,0.3333333
5479,13075,0.7456372976303101,21,32,5,5,5,0.2380952,0.15625
8977,13281,0.8323022723197937,5,5,1,1,1,0.2,0.2
7173,11800,0.8829832077026367,111,283,46,46,46,0.4144144,0.1625442
510,9943,0.7262891530990601,6,4,0,0,0,0.0,0.0
6411,10281,0.7576321363449097,4,4,1,1,1,0.25,0.25
4021,10168,0.8312007188796997,12,10,1,1,1,0.0833333,0.1
5775,10485,0.8873924016952515,6,6,2,2,2,0.3333333,0.3333333
1408,16016,0.8228524923324585,36,30,9,9,9,0.25,0.3
9257,11061,0.8396708965301514,5,2,1,1,1,0.2,0.5
9388,15718,0.8061924576759338,4,4,0,0,0,0.0,0.0
8038,12601,0.7736048698425293,22,11,5,5,5,0.2272727,0.4545455
3277,9871,0.8538932800292969,68,73,17,17,17,0.25,0.2328767
1614,12859,0.7798241972923279,12,23,2,2,2,0.1666667,0.0869565
4511,17880,0.8447842001914978,42,47,8,8,8,0.1904762,0.1702128
6529,17075,0.8717008233070374,8,24,5,5,5,0.625,0.2083333
6281,11497,0.8740581274032593,80,88,17,17,17,0.2125,0.1931818
5325,17316,0.8561527132987976,17,9,5,5,5,0.2941176,0.5555556
1914,15042,0.7442225813865662,10,7,2,2,2,0.2,0.2857143
6393,17336,0.820944607257843,6,5,0,0,0,0.0,0.0
221,16992,0.8260898590087891,11,10,2,2,2,0.1818182,0.2
4788,13849,0.7862116098403931,35,39,15,15,15,0.4285714,0.3846154
5990,18379,0.7144842147827148,115,138,26,26,26,0.226087,0.1884058
8182,14721,0.764229953289032,13,13,7,7,7,0.5384615,0.5384615
3184,14379,0.8369096517562866,16,22,3,3,3,0.1875,0.1363636
9110,9972,0.8256537318229675,50,65,10,10,10,0.2,0.1538462
352,11898,0.8165688514709473,7,4,0,0,0,0.0,0.0
3190,17019,0.7770184874534607,127,91,20,20,20,0.1574803,0.2197802
2551,17212,0.7586842775344849,6,4,0,0,0,0.0,0.0
3652,10548,0.8780630826950073,17,16,3,3,3,0.1764706,0.1875
9337,10136,0.8694558143615723,4,4,1,1,1,0.25,0.25
5213,13439,0.7369791865348816,58,68,7,7,7,0.1206897,0.1029412
1786,18168,0.742156982421875,8,6,3,3,3,0.375,0.5
6201,10956,0.7822002172470093,12,10,2,2,2,0.1666667,0.2
9501,15348,0.878558337688446,16,17,6,6,6,0.375,0.3529412
9511,12094,0.8180047273635864,16,23,3,3,3,0.1875,0.1304348
7359,17923,0.8335006237030029,71,417,57,57,57,0.8028169,0.1366906
7281,11179,0.738145112991333,141,160,46,46,46,0.3262411,0.2875
2581,14323,0.8028495907783508,9,10,4,4,4,0.4444444,0.4
8409,17895,0.807706356048584,44,36,14,14,14,0.3181818,0.3888889
3730,11671,0.8638097643852234,12,8,3,3,3,0.25,0.375
8636,17794,0.7910276651382446,29,30,7,7,7,0.2413793,0.2333333
2715,13276,0.8735712766647339,6,4,1,1,1,0.1666667,0.25
1594,13100,0.8356138467788696,21,16,5,5,5,0.2380952,0.3125
4687,18325,0.7926291227340698,9,7,0,0,0,0.0,0.0
7248,12435,0.8018918633460999,3,4,1,1,1,0.3333333,0.25
516,10442,0.830713152885437,9,8,0,0,0,0.0,0.0
9192,13667,0.7467406988143921,31,24,7,7,7,0.2258065,0.2916667
7494,11444,0.8155571222305298,14,8,2,2,2,0.1428571,0.25
7711,13099,0.7942086458206177,16,11,5,5,5,0.3125,0.4545455
526,11804,0.8625750541687012,9,9,5,5,5,0.5555556,0.5555556
1183,16683,0.8833061456680298,80,84,18,18,18,0.225,0.2142857
9354,17112,0.8517600893974304,11,4,0,0,0,0.0,0.0
8454,14869,0.8067712187767029,7,5,1,1,1,0.1428571,0.2
3072,18473,0.722388505935669,5,6,2,2,2,0.4,0.3333333
7919,15793,0.8174175024032593,66,92,15,15,15,0.2272727,0.1630435
2138,17028,0.7315207719802856,3,3,0,0,0,0.0,0.0
7394,14367,0.7944645881652832,17,11,3,3,3,0.1764706,0.2727273
4378,14987,0.8769494295120239,93,346,42,42,42,0.4516129,0.1213873
6742,10654,0.7239899635314941,7,14,1,1,1,0.1428571,0.0714286
6824,17634,0.8627903461456299,59,355,40,40,40,0.6779661,0.1126761
6008,15879,0.8464369773864746,14,11,4,4,4,0.2857143,0.3636364
3078,16459,0.8137357831001282,5,4,2,2,2,0.4,0.5
5260,12867,0.7975535988807678,8,6,2,2,2,0.25,0.3333333
291,19233,0.7956408858299255,6,8,2,2,2,0.3333333,0.25
6243,16047,0.8075793981552124,8,4,1,1,1,0.125,0.25
2653,17563,0.9495418071746826,86,84,21,21,21,0.244186,0.25
9133,15436,0.69278484582901,3,2,0,0,0,0.0,0.0
5516,11108,0.8971238136291504,10,6,1,1,1,0.1,0.1666667
8442,13187,0.6811866164207458,3,4,1,1,1,0.3333333,0.25
5312,10820,0.7819854021072388,22,10,5,5,5,0.2272727,0.5
1095,18654,0.7443237900733948,10,9,1,1,1,0.1,0.1111111
9218,14985,0.8123563528060913,14,18,4,4,4,0.2857143,0.2222222
5911,15429,0.7901885509490967,27,25,8,8,8,0.2962963,0.32
1075,12525,0.8570902943611145,31,29,5,5,5,0.1612903,0.1724138
919,19188,0.7041139602661133,6,4,0,0,0,0.0,0.0
3353,18706,0.784201979637146,6,4,0,0,0,0.0,0.0
8731,17877,0.8084880709648132,6,7,2,2,2,0.3333333,0.2857143
3558,10629,0.7793872356414795,4,3,0,0,0,0.0,0.0
9100,13695,0.766839861869812,39,46,11,11,11,0.2820513,0.2391304
8609,10159,0.8380212783813477,15,32,4,4,4,0.2666667,0.125
207,18614,0.8630138635635376,2,5,2,2,2,1.0,0.4
8879,15761,0.8330886363983154,2,3,0,0,0,0.0,0.0
3362,13728,0.7844346165657043,30,53,14,14,14,0.4666667,0.2641509
2702,13389,0.7737504243850708,12,6,3,3,3,0.25,0.5
713,17784,0.7833421230316162,5,7,3,3,3,0.6,0.4285714
6208,14731,0.858817458152771,62,52,11,11,11,0.1774194,0.2115385
4124,9849,0.8243554830551147,53,73,11,11,11,0.2075472,0.1506849
3481,15750,0.7788553237915039,13,11,2,2,2,0.1538462,0.1818182
4700,14066,0.6134693026542664,44,50,18,18,18,0.4090909,0.36
8190,10476,0.7924284338951111,9,7,1,1,1,0.1111111,0.1428571
8654,14223,0.8221647143363953,28,30,4,4,4,0.1428571,0.1333333
5031,11578,0.851134181022644,134,129,26,26,26,0.1940299,0.2015504
9341,11254,0.8397656679153442,66,74,18,18,18,0.2727273,0.2432432
7130,17900,0.8306255340576172,5,9,1,1,1,0.2,0.1111111
5962,11449,0.8707975149154663,26,41,6,6,6,0.2307692,0.1463415
8294,12906,0.7919461131095886,10,9,3,3,3,0.3,0.3333333
7326,11431,0.6975284218788147,6,4,1,1,1,0.1666667,0.25
7415,17367,0.8036582469940186,19,7,3,3,3,0.1578947,0.4285714
8324,15786,0.8661828637123108,27,30,8,8,8,0.2962963,0.2666667
7926,12106,0.8240500688552856,220,197,44,44,44,0.2,0.2233503
208,11968,0.8542682528495789,61,58,12,12,12,0.1967213,0.2068966
6202,16921,0.870668351650238,74,79,17,17,17,0.2297297,0.2151899
8862,18588,0.7559665441513062,20,33,5,5,5,0.25,0.1515152
3952,16107,0.7312983274459839,67,58,18,18,18,0.2686567,0.3103448
4396,18219,0.8071175813674927,9,3,0,0,0,0.0,0.0
5258,14199,0.817471444606781,36,34,13,13,13,0.3611111,0.3823529
1065,11890,0.7828976511955261,13,30,5,5,5,0.3846154,0.1666667
5063,13465,0.8565688133239746,3,3,1,1,1,0.3333333,0.3333333
656,18552,0.8628033399581909,4,21,1,1,1,0.25,0.047619
3210,15655,0.7118731737136841,108,94,24,24,24,0.2222222,0.2553191
6173,19193,0.8516680598258972,98,123,16,16,16,0.1632653,0.1300813
7853,16523,0.7633702754974365,13,13,0,0,0,0.0,0.0
4392,13037,0.8070583939552307,211,197,53,53,53,0.2511848,0.2690355
2829,18178,0.8398785591125488,3,4,2,2,2,0.6666667,0.5
8579,9753,0.7814840078353882,4,5,2,2,2,0.5,0.4
210,14938,0.8418067693710327,12,7,1,1,1,0.0833333,0.1428571
7384,15815,0.7485816478729248,10,9,3,3,3,0.3,0.3333333
3464,16330,0.8568160533905029,46,59,7,7,7,0.1521739,0.1186441
4877,13316,0.8936095237731934,14,28,1,1,1,0.0714286,0.0357143
223,19163,0.7852978706359863,3,4,1,1,1,0.3333333,0.25
2382,12735,0.7672592401504517,13,10,3,3,3,0.2307692,0.3
2267,16052,0.7989636063575745,7,4,1,1,1,0.1428571,0.25
531,18907,0.7598577737808228,20,32,3,3,3,0.15,0.09375
2779,13194,0.7357060313224792,14,16,2,2,2,0.1428571,0.125
3050,11967,0.8782644271850586,8,23,2,2,2,0.25,0.0869565
3143,14904,0.812512993812561,38,52,11,11,11,0.2894737,0.2115385
4529,17449,0.7687563300132751,20,25,3,3,3,0.15,0.12
8542,16493,0.8334433436393738,22,24,8,8,8,0.3636364,0.3333333
8495,10899,0.8328571319580078,4,3,0,0,0,0.0,0.0
9598,13879,0.7752370834350586,22,21,8,8,8,0.3636364,0.3809524
9328,19159,0.7912338972091675,36,53,4,4,4,0.1111111,0.0754717
9077,16279,0.7508193254470825,19,20,4,4,4,0.2105263,0.2
702,9870,0.7401474714279175,20,18,2,2,2,0.1,0.1111111
2325,19003,0.8711599707603455,22,41,7,7,7,0.3181818,0.1707317
6193,16268,0.7497332096099854,3,4,0,0,0,0.0,0.0
2521,18569,0.8404514193534851,20,22,5,5,5,0.25,0.2272727
9152,11699,0.7783057689666748,5,3,0,0,0,0.0,0.0
464,11017,0.8176902532577515,15,24,4,4,4,0.2666667,0.1666667
7027,10199,0.7985260486602783,4,3,1,1,1,0.25,0.3333333
7434,13183,0.8638176918029785,11,13,2,2,2,0.1818182,0.1538462
2449,11840,0.8107249140739441,10,8,0,0,0,0.0,0.0
7766,12344,0.8464398980140686,8,7,2,2,2,0.25,0.2857143
7039,16939,0.8197339773178101,16,100,7,7,7,0.4375,0.07
4688,18129,0.8264563679695129,14,17,2,2,2,0.1428571,0.1176471
6854,10886,0.81932532787323,15,9,2,2,2,0.1333333,0.2222222
2527,11652,0.778356671333313,12,9,1,1,1,0.0833333,0.1111111
7376,12544,0.7283065319061279,10,11,1,1,1,0.1,0.0909091
1060,17934,0.7866456508636475,4,3,1,1,1,0.25,0.3333333
