First Index,Second Index,Similarity
2234,18353,0.8248962163925171
6771,14299,0.7759672999382019
3637,18450,0.828323483467102
9696,17772,0.7374677658081055
4122,13156,0.7138110399246216
1734,14714,0.7485146522521973
9658,18254,0.8047811388969421
5453,13692,0.7994635701179504
3761,19211,0.810443639755249
1495,17600,0.6801936626434326
2293,13542,0.6954724788665771
8204,12839,0.8712387084960938
352,11898,0.8165688514709473
2829,18178,0.8398785591125488
2907,13256,0.854991614818573
4309,13133,0.7980406880378723
1397,16705,0.7704393863677979
8319,17832,0.8252547383308411
9262,13069,0.8160969018936157
7248,12435,0.8018918633460999
7766,12344,0.8464398980140686
9037,13029,0.811107337474823
5893,11302,0.7869414687156677
5878,13357,0.7825656533241272
4821,18196,0.8799816966056824
3151,17788,0.7590934038162231
189,11165,0.8071610927581787
3281,15280,0.7850680351257324
1408,16016,0.8228524923324585
5516,11108,0.8971238136291504
1140,13949,0.8111245632171631
2550,18660,0.8735737204551697
9700,14918,0.7880722284317017
4640,10883,0.6717652082443237
5487,13178,0.8275311589241028
2995,13945,0.852188229560852
8294,12906,0.7919461131095886
3935,10064,0.820510983467102
8847,16900,0.759030818939209
3047,19220,0.795364499092102
8425,13642,0.858617901802063
8496,18281,0.7878910899162292
6666,15494,0.6542304754257202
9344,9792,0.7969347238540649
4549,10864,0.8148729801177979
348,16380,0.7380314469337463
8324,15786,0.8661828637123108
6419,14500,0.8669500350952148
8826,12524,0.8080841302871704
3921,16377,0.8081787824630737
4845,12223,0.7726937532424927
1836,15233,0.7493947744369507
2370,16679,0.858244776725769
331,10459,0.7705155611038208
4375,18352,0.793612539768219
1967,17765,0.8872722387313843
8332,12581,0.7991802096366882
6133,11558,0.9005354046821594
6008,15879,0.8464369773864746
4940,10400,0.7349728345870972
3957,16278,0.8312045931816101
2072,15522,0.8007149696350098
7351,12560,0.7049214839935303
6427,12258,0.770132303237915
5216,10975,0.8211435079574585
5737,14785,0.8040799498558044
8838,14986,0.8409736752510071
702,9870,0.7401474714279175
8228,16610,0.7996693849563599
604,10266,0.8199731707572937
9556,19042,0.8797179460525513
1625,17366,0.7635921835899353
2222,14886,0.7786697745323181
7033,17440,0.8081549406051636
4317,15796,0.8086961507797241
2805,11612,0.860884428024292
5263,11376,0.8126636147499084
2955,12561,0.7274819612503052
2527,11652,0.778356671333313
3715,16013,0.838947594165802
2312,19146,0.8242446184158325
5275,14404,0.7793287634849548
3088,17122,0.8236347436904907
5312,10820,0.7819854021072388
7711,13099,0.7942086458206177
3513,16819,0.7716468572616577
7311,15465,0.7784091830253601
5106,11559,0.8339394927024841
4619,11186,0.7532748579978943
7273,10604,0.8148946166038513
574,13976,0.7724474668502808
8429,14902,0.839194655418396
1796,13985,0.7219454646110535
8507,16445,0.7927864789962769
9078,17626,0.7955603003501892
2990,18272,0.7968676686286926
8454,14869,0.8067712187767029
1618,15039,0.8118398189544678
8038,12601,0.7736048698425293
560,13209,0.8452640175819397
6172,16443,0.8761382699012756
304,16745,0.8166046142578125
547,15445,0.8597275018692017
6106,17790,0.838560938835144
8117,18447,0.8273031115531921
1969,12353,0.7882754802703857
7954,11067,0.8489019870758057
6829,19051,0.8357276916503906
6925,16367,0.7250875234603882
7397,14509,0.7656655311584473
6708,13404,0.8633582592010498
464,11017,0.8176902532577515
8711,13877,0.8511868715286255
2189,18746,0.8242369890213013
7948,9976,0.8106898069381714
8961,9928,0.7413455843925476
3843,11820,0.748798668384552
1544,17538,0.8033277988433838
9365,16804,0.8323099613189697
9466,11206,0.7916803956031799
5253,10344,0.8545511364936829
7237,12891,0.8319671154022217
6197,16192,0.7836868762969971
8341,18864,0.7797785401344299
2779,13194,0.7357060313224792
9575,18323,0.7994077801704407
7801,10077,0.8737661242485046
3868,19216,0.7751721143722534
3701,19073,0.8166519403457642
4561,19155,0.741066575050354
185,15785,0.7314485311508179
5407,18628,0.775784432888031
713,17784,0.7833421230316162
6715,16982,0.8379999399185181
5411,13239,0.7723939418792725
4767,18385,0.7982552647590637
7810,16301,0.8308916687965393
910,9989,0.7421449422836304
7751,9767,0.8348398208618164
3487,17022,0.7336258888244629
8004,12213,0.7703277468681335
3796,16525,0.8238735198974609
526,11804,0.8625750541687012
5722,17587,0.8230180144309998
4813,17664,0.8273683786392212
5079,18775,0.7879185080528259
5787,16499,0.8472105860710144
1523,12687,0.7728231549263
6762,10918,0.8120079040527344
5357,16621,0.8028237819671631
5251,14403,0.7426411509513855
7418,17525,0.8107907772064209
8452,14592,0.7491320967674255
1945,15735,0.8176316022872925
1806,10847,0.7184145450592041
5007,18329,0.8174328804016113
4302,9900,0.7964917421340942
7824,18583,0.8585531115531921
1940,14896,0.824595034122467
261,10022,0.7609581351280212
7945,11440,0.8027640581130981
4788,13849,0.7862116098403931
5405,17690,0.8197453022003174
6327,10070,0.8171054124832153
5072,9800,0.796686589717865
3818,13736,0.7956383228302002
6193,16268,0.7497332096099854
860,16285,0.8036537170410156
4854,15890,0.7386532425880432
7720,10206,0.7318941950798035
7384,15815,0.7485816478729248
4264,17157,0.8104444742202759
2978,14188,0.7818940877914429
3875,10999,0.8020526170730591
115,12211,0.7940011024475098
7465,14000,0.8561357259750366
2352,18947,0.8623287677764893
5513,12828,0.8029568195343018
2033,13148,0.855720579624176
4505,18421,0.7965710163116455
7960,13490,0.775391697883606
8879,15761,0.8330886363983154
591,18260,0.8441066145896912
3184,14379,0.8369096517562866
886,13803,0.8423075675964355
8182,14721,0.764229953289032
6146,10811,0.8276636600494385
7392,17096,0.7872107028961182
3988,9866,0.8360365629196167
4614,11338,0.8956170082092285
6201,10956,0.7822002172470093
245,10755,0.8302478790283203
7794,16796,0.8732303977012634
525,10458,0.7701904773712158
1095,18654,0.7443237900733948
6746,12821,0.8495596051216125
6127,14842,0.8716126680374146
8066,18602,0.8329914212226868
3732,11055,0.806311845779419
2038,14922,0.8941585421562195
3168,10556,0.786402702331543
9026,18237,0.8956839442253113
6158,18891,0.8303388357162476
7752,17548,0.918634295463562
5874,16576,0.845549464225769
3511,10341,0.8675556182861328
2217,14998,0.8586468696594238
6204,11078,0.8176537752151489
2653,17563,0.9495418071746826
6453,15581,0.7653340697288513
6320,12684,0.7975612878799438
4116,12630,0.8248300552368164
4830,15255,0.6932619214057922
5319,9969,0.8560135364532471
3381,14708,0.8341615796089172
6947,14739,0.8826851844787598
7992,18835,0.6787935495376587
6891,11433,0.7172824144363403
8313,11766,0.8317099809646606
3882,13996,0.7576638460159302
4972,11423,0.782486617565155
6243,16047,0.8075793981552124
